,ACCT_STREET_ADDR,NEW ADDRESS
17894,7100 BROADWAY UNIT 8-1A,"("""", [['DIGIT'], ['ALPHA'], ['APT'], ['DIGIT'], ['AL_1NUM', 'NUMSTR']]),"
17906,1200 AVENUE B APT 513,"("""", [['DIGIT'], ['WAY'], ['LETTER'], ['APT'], ['DIGIT']]),"
17950,3600 S COLLEGE RD STE E 388,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER', 'DIR'], ['DIGIT']]),"
17976,1731 S SAN MARCOS 107,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['DIGIT']]),"
18017,2015 11TH ST NW AND 2017 11TH ST NW,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['DIR'], ['ALPHA'], ['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['DIR']]),"
18097,6206 188TH ST NE SPC A,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['DIR'], ['APT'], ['LETTER']]),"
18211,1630 E HIGH ST BLDG 2,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['ALPHA'], ['DIGIT']]),"
18427,3328 M ST NW # 400,"("""", [['DIGIT'], ['LETTER'], ['WAY', 'PRE'], ['DIR'], ['POUND'], ['DIGIT']]),"
18437,7935 AIRPORT PULLING RD N STE 4-379,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['DIGIT'], ['DIGIT']]),"
18438,6905 S 1300 E # 146,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIGIT'], ['LETTER', 'DIR'], ['POUND'], ['DIGIT']]),"
18537,5406 NE FOURTH PLAIN BLVD STE D,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
18583,1519 JOHN B WHITE SR BLVD,"("""", [['DIGIT'], ['ALPHA'], ['LETTER'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
18598,131 CAMINO ALTO STE D1,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['APT'], ['ALNUM']]),"
18625,1051 CENTRAL PKWY S # 109,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['POUND'], ['DIGIT']]),"
18651,20110 A & B PIONEER BLVD,"("""", [['DIGIT'], ['LETTER'], [], ['LETTER'], ['ALPHA'], ['WAY']]),"
18706,1057 S 29TH ST STEA,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['ALPHA']]),"
18748,207 S DAISY AVE # 1/12,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['POUND'], []]),"
18756,7800B RHEA RD STEF1,"("""", [['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['WAY'], ['ALNUM']]),"
18839,39887 COTE D AZURE,"("""", [['DIGIT'], ['ALPHA'], ['LETTER'], ['ALPHA']]),"
18898,12832 VALLEY VIEW ST STE,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY', 'PRE'], ['APT']]),"
18912,145 CANE CREEK INDUSTRIAL PARK RD,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['WAY'], ['WAY']]),"
18958,3525 EAST LK LOT E 2,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['APT'], ['LETTER', 'DIR'], ['DIGIT']]),"
18963,192 ANAWAN ST BLDG 65THFL,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['ALPHA'], ['NUMSTR']]),"
18974,2524 31ST STREET DR NE,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['WAY'], ['DIR']]),"
19079,6600 TOPANGA CANYON BLVD UNIT,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['APT']]),"
19093,29101 FM 2978 RD STE B008,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['WAY'], ['APT'], ['ALNUM']]),"
19148,15200 LEICESTERSHIRE ST # UNIT,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['POUND'], ['APT']]),"
19205,11133 INTERSTATE 45 S STE S,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['LETTER', 'DIR'], ['APT'], ['LETTER', 'DIR']]),"
19291,154-A W FOOTHILL BLVD # 341,"("""", [['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
19385,855 N WOLFE ST STE D STE E,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER'], ['APT'], ['LETTER', 'DIR']]),"
19424,1615 STATE HWY 17 UNITS 10&11,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['ALPHA'], ['DIGIT'], [], ['DIGIT']]),"
19548,97-1 FLAT ROCK HILL RD,"("""", [['DIGIT'], ['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['WAY']]),"
19728,3011 HIGHWAY 30 W STE 103A,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
19749,4320 THE 25 WAY NE STE 650,"("""", [['DIGIT'], ['ARTI'], ['DIGIT'], ['WAY'], ['DIR'], ['APT'], ['DIGIT']]),"
19797,1209 W NORTH CARRIER PKWY 30,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIR'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
19804,31441 SANTA MARGARITA PKWY STE,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['WAY'], ['APT']]),"
19885,7960 B SOQUEL DR 356,"("""", [['DIGIT'], ['LETTER'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
19901,1911 S COMMERCENTER  E 2,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['LETTER', 'DIR'], ['DIGIT']]),"
19985,8157 SANTA MONICA BLVD # A,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['WAY'], ['POUND'], ['LETTER']]),"
20055,1175 HIGHWAY 23 NW STE 119,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['DIR'], ['APT'], ['DIGIT']]),"
20090,3060 EL CERRITO PLAZA LINE 274,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['DIGIT']]),"
20096,429 GARVEY AVE A-C,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER'], ['LETTER']]),"
20106,2 E INDIA SQUARE MALL # 122,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['DIGIT']]),"
20113,1517 PIKE PLACE MARKET,"("""", [['DIGIT'], ['WAY'], ['WAY'], ['ALPHA']]),"
20161,11670 SAN VICENTE BLVD # UNIT,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['WAY'], ['POUND'], ['APT']]),"
20188,828-A S LOS ANGELES ST,"("""", [['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['WAY', 'PRE']]),"
20264,555 & 553 HOTEL PLZ,"("""", [['DIGIT'], [], ['DIGIT'], ['ALPHA'], ['ALPHA']]),"
20305,14635 SW 100 AND 6TH,"("""", [['DIGIT'], ['DIR'], ['DIGIT'], ['ALPHA'], ['NTH', 'NUMSTR']]),"
20420,3258 12 4 E 12 ROAD,"("""", [['DIGIT'], ['DIGIT'], ['DIGIT'], ['LETTER', 'DIR'], ['DIGIT'], ['WAY']]),"
20429,137 S 8TH AVE STE E,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['APT'], ['LETTER', 'DIR']]),"
20514,1611 S WEST TEMPLE,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIR'], ['ALPHA']]),"
20565,2620 N BERKELEY LAKE RD NW # 5,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['DIR'], ['POUND'], ['DIGIT']]),"
20605,660 TAPANGA CANYON BLVD 1012,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['DIGIT']]),"
20607,4331 KANSAS AVE NW # 3,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIR'], ['POUND'], ['DIGIT']]),"
20662,2100 S W S YOUNG DR STE 1019,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT']]),"
20695,23585 OVERLAND DR STE 128&162,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT'], [], ['DIGIT']]),"
20770,3956 W INNOVATION DR STE B-D,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER'], ['LETTER']]),"
20777,1810 UNIVERSITY BLVD E # C,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['POUND'], ['LETTER']]),"
20839,2602 92ND ST S APT B,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
20861,6121 W PARK BLVD # S-B127,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['WAY'], ['POUND'], ['LETTER', 'DIR'], ['ALNUM']]),"
21033,2121 H ST NW STE B129,"("""", [['DIGIT'], ['LETTER'], ['WAY', 'PRE'], ['DIR'], ['APT'], ['ALNUM']]),"
21088,2820 RICHARD ARRINGTON JR BLVD N,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR']]),"
21142,5062 NORTH CAROLINA 89 HWY W,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['DIGIT'], ['WAY'], ['LETTER', 'DIR']]),"
21144,11919 I 70 FRONTAGE ROAD N 122,"("""", [['DIGIT'], ['LETTER'], ['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['DIGIT']]),"
21171,6301 N W LOOP 410 VC10,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT'], ['ALNUM']]),"
21183,2301 SAN JOAQUIN HILLS RD STE 5,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT']]),"
21377,5 VIA DE LUNA DR UNIT B2,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM']]),"
21407,1305 HIGHWAY 9 BYAPASS WEST,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['ALPHA'], ['DIR']]),"
21449,418 CERRILLOS RD STE 01F-A/B,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['AL_1NUM', 'NUMSTR'], []]),"
21462,1895 CAMINO DEL RIO S,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['LETTER', 'DIR']]),"
21477,627 HIGHWAY 62-65  N,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['DIGIT'], ['LETTER', 'DIR']]),"
21524,12921 FM 1960 RD W STE B,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
21525,2200 CLARKE LANDING CV S,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['LETTER', 'DIR']]),"
21543,216 PASEO DEL PUEBLO NORTE,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['ALPHA']]),"
21602,7799 W STATE ROUTE 66 STE 102A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIGIT'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
21645,1600 SAY ST B,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['LETTER']]),"
21743,1587 COUNTY ROAD DE H,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ARTI'], ['LETTER']]),"
21789,1376 CENTENNIAL AVE UNIT B1-A,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM'], ['LETTER']]),"
21862,1555 MAIN STREET BLG G STE4,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['LETTER'], ['ALNUM']]),"
21927,441 BUENA VISTA EAST 1,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['DIR'], ['DIGIT']]),"
21943,466 2ND STREET PIKE,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['WAY']]),"
21952,2820 S ALMA SCHOOL RD STE 18-110,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT'], ['DIGIT']]),"
22198,2648 FM 407 E STE 150,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['LETTER', 'DIR'], ['APT'], ['DIGIT']]),"
22254,7101 MARTIN LUTHER KING JR WAY S,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR']]),"
22295,25331 62ND AVE S APT T104,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
22349,301 FAIRMOUNT DR APT-B,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
22351,4354 HIGHWAY 157 # 2,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['POUND'], ['DIGIT']]),"
22532,312 S CARSON STREET CARSON CITY,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['ALPHA'], ['ALPHA']]),"
22631,25403 N STEC I-45,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['LETTER'], ['DIGIT']]),"
22689,35979 HIGHWAY 56 BLVD,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['WAY']]),"
22871,17600 25TH ST STE2434,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['ALNUM']]),"
22872,665 E LOS ANGELES AVE E,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR']]),"
22911,1340 HIGHWAY 82 E LOT C8,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
22960,450 E GRANT LINE RD BLDG 1,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['ALPHA'], ['DIGIT']]),"
22968,725 LAS VEGAS BLVD S # 230,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['POUND'], ['DIGIT']]),"
23088,77 W MAIN ST DOOR H,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['ALPHA'], ['LETTER']]),"
23136,960 W RIVER CENTER DR NE STE A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['DIR'], ['APT'], ['LETTER']]),"
23176,12195 HIGHWAY 92 STE 114-322,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['APT'], ['DIGIT'], ['DIGIT']]),"
23188,5461 M 72 NW,"("""", [['DIGIT'], ['LETTER'], ['DIGIT'], ['DIR']]),"
23201,5451 N EAST RIVER RD # 20,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIR'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
23289,650 WILLIAM D FITCH PKWY # 500,"("""", [['DIGIT'], ['ALPHA'], ['LETTER'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
23290,2105 TOWN CENTER PLZ STE F150,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['APT'], ['ALNUM']]),"
23397,12515 193RD AVENUE KP N,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['ALPHA'], ['LETTER', 'DIR']]),"
23427,11332 W M 179 HWY,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['LETTER'], ['DIGIT'], ['WAY']]),"
23461,167 PARKWAY  N,"("""", [['DIGIT'], ['ALPHA'], ['LETTER', 'DIR']]),"
23484,965 S HWY 25W ST 26,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['WAY', 'PRE'], ['DIGIT']]),"
23573,1400 E EXP 83 STE100,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT'], ['ALNUM']]),"
23596,90 CROOKED CREEK LANE LOUISBURG,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['ALPHA']]),"
23717,71 73RD PL 15,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['DIGIT']]),"
23718,1204 LAKE PARK BLVD N UNIT A1,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
23791,355 E AVENIDA DE LOS ARBOLES,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ARTI'], ['ARTI'], ['ALPHA']]),"
23823,7035 N 2200 W APT 3P,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIGIT'], ['LETTER', 'DIR'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
23907,859 PARK RIDGE LN APT G,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
23932,90 DAYTON AVE STE 6 STE 71,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT'], ['APT'], ['DIGIT']]),"
23936,2607 S STATE ROAD 7 STE A410,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIGIT'], ['APT'], ['ALNUM']]),"
23939,1400 NASA RD 1 STEG,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['ALPHA']]),"
23983,677 S RANCHO SANTA FE RD,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['PRE'], ['ALPHA'], ['WAY']]),"
24056,4520 MINT HILL VILLAGE LN STE,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['WAY'], ['APT']]),"
24105,11200 LAKELINE MALL DR # K-17,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['LETTER'], ['DIGIT']]),"
24119,5652 S HWY 85/87,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], []]),"
24129,930 COUNTRY RD C S,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER'], ['LETTER', 'DIR']]),"
24244,611 SW 5TH CT APT A201,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['APT'], ['ALNUM']]),"
24315,2460 28TH ST SE # A,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['DIR'], ['POUND'], ['LETTER']]),"
24365,31115 OUTER HWY 10 S A,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['LETTER']]),"
24411,7491 W JONATHAN DRIV  E,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['LETTER', 'DIR']]),"
24427,42250 JACKSON ST 103 MB1,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['DIGIT'], ['ALNUM']]),"
24468,5845 STEEPLECHASE BLVD STE 400D & E,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['AL_1NUM', 'NUMSTR'], [], ['LETTER', 'DIR']]),"
24526,29845 AVENIDA CIMA DEL SOL,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ARTI'], ['ALPHA']]),"
24568,15600 NE 8TH ST STE PM18,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['APT'], ['ALNUM']]),"
24738,1683 U S 9,"("""", [['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['DIGIT']]),"
24760,222 WEST ST BLDG D-2,"("""", [['DIGIT'], ['DIR'], ['WAY', 'PRE'], ['ALPHA'], ['LETTER'], ['DIGIT']]),"
24775,3614A CALIFORNIA AVE SW # 207,"("""", [['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['WAY'], ['DIR'], ['POUND'], ['DIGIT']]),"
24779,125 W I30 D,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALNUM'], ['LETTER']]),"
24875,1700 W IRVING PARK RD # SUITE308,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['ALNUM']]),"
25053,13503 SE MILL PLAIN BLVD STE B5,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM']]),"
25143,12320 BELLAIRE BLVD STE A-1B,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER'], ['AL_1NUM', 'NUMSTR']]),"
25156,202 3RD LOOP RD STE J,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
25181,16238 RANCH RD 620 N STEA,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['ALPHA']]),"
25202,1251 AVE OF THE AMERICAS FL3,"("""", [['DIGIT'], ['WAY'], ['ARTI'], ['ARTI'], ['ALPHA'], ['ALNUM']]),"
25395,N9848 COUNTY HIGHWAY K,"("""", [['ALNUM'], ['ALPHA'], ['WAY'], ['LETTER']]),"
25467,1727 PETERS CREEK RD NW STE B,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['DIR'], ['APT'], ['LETTER']]),"
25504,2700 SUITE 109 CLOVIS AVE,"("""", [['DIGIT'], ['APT'], ['DIGIT'], ['ALPHA'], ['WAY']]),"
25549,21 ROUTE 31N STEC2-3,"("""", [['DIGIT'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['ALNUM'], ['DIGIT']]),"
25622,8045 S 700E STE10,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['AL_1NUM', 'NUMSTR'], ['ALNUM']]),"
25666,502 B HILLTOP PLZ,"("""", [['DIGIT'], ['LETTER'], ['ALPHA'], ['ALPHA']]),"
25685,190 S 3RD ST W W,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['LETTER', 'DIR']]),"
25912,750 SUNLAND PARK DR # 806A,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
25928,360 NW EL NORTE PKWY 425,"("""", [['DIGIT'], ['DIR'], ['ARTI'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
26078,901 N HIGHWAY 67 ST,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT'], ['WAY', 'PRE']]),"
26082,S1456 FERRY RD STE101,"("""", [['ALNUM'], ['ALPHA'], ['WAY'], ['ALNUM']]),"
26117,10184 EASTERN SHORE BLUD SUITE,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['APT']]),"
26134,72785 HWY 111 STE B 1,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['APT'], ['LETTER'], ['DIGIT']]),"
26138,318 WASHINGTON ST # MALL,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['POUND'], ['WAY']]),"
26285,1348 E HYDE PARK BLVD # 1W,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
26322,31888 DEL OBISPO ST STE C9,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['ALNUM']]),"
26351,1000 POST N PADDOCK ST STE 3,"("""", [['DIGIT'], ['ALPHA'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['DIGIT']]),"
26521,3325 157TH PL SE # F285,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['DIR'], ['POUND'], ['ALNUM']]),"
26726,2000 S INTERSTATE 35 STE N3,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT'], ['APT'], ['ALNUM']]),"
26943,841 W LA HABRA BLVD APT A219,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM']]),"
26983,73111 EL PASEO STE 104,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['APT'], ['DIGIT']]),"
27005,920 W SAN MARCOS BLVD STE 1A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['WAY'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
27056,41 W 481ST,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR']]),"
27065,3405 172ND ST NE # A25,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['DIR'], ['POUND'], ['ALNUM']]),"
27070,16W S FRONTAGE RD 231,"("""", [['AL_1NUM', 'NUMSTR'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
27097,5912 U S HIGHWAY 49,"("""", [['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT']]),"
27118,2950 W CARROLL AVE STE 3N/2S,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['APT'], []]),"
27126,67 WEST STREET 214 & 218,"("""", [['DIGIT'], ['DIR'], ['WAY'], ['DIGIT'], [], ['DIGIT']]),"
27194,17868 US HIGHWAY 18 # 113,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIGIT'], ['POUND'], ['DIGIT']]),"
27243,3546 SAINT JOHNS BLUFF RD S,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR']]),"
27257,34-A BROADWAY,"("""", [['DIGIT'], ['LETTER'], ['ALPHA']]),"
27477,300 S SANTA FE AVE UNIT N,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER', 'DIR']]),"
27522,3111 ROUTE 35 N 337,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['DIGIT']]),"
27532,2365B PEACHTREE RD NE,"("""", [['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['WAY'], ['DIR']]),"
27547,2958 N COUNTY 55 RD,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT'], ['WAY']]),"
