,ACCT_STREET_ADDR,NEW ADDRESS
1143,10900 B STONELAKE BLVFD 102,"[['DIGIT'], ['LETTER'], ['ALPHA'], ['ALPHA'], ['DIGIT']]"
1144,736 J CLYDE MORRIS BLVD,"[['DIGIT'], ['LETTER'], ['ALPHA'], ['ALPHA'], ['WAY']]"
1145,8801 B WESLEY,"[['DIGIT'], ['LETTER'], ['ALPHA']]"
1146,18125 D SATICOY,"[['DIGIT'], ['LETTER'], ['ALPHA']]"
1147,119 F AABC,"[['DIGIT'], ['LETTER'], ['ALPHA']]"
1148,5310 A GLENMONT,"[['DIGIT'], ['LETTER'], ['ALPHA']]"
1149,1891 C AUSTIN,"[['DIGIT'], ['LETTER'], ['ALPHA']]"
1150,1950 A 7 DOUGLAS BLVD,7 DOUGLAS BLVD
1151,11919 I 70 FRONTAGE ROAD N 122,70 FRONTAGE ROAD N 122
1152,5461 M 72 NW,"[['DIGIT'], ['LETTER'], ['DIGIT'], ['DIR']]"
1153,1283 M 32 W,"[['DIGIT'], ['LETTER'], ['DIGIT'], ['LETTER', 'DIR']]"
1154,2025 B WEST MAIN ST,"[['DIGIT'], ['LETTER'], ['DIR'], ['ALPHA'], ['WAY', 'PRE']]"
1155,2302 A WEST COLLEGE ST,"[['DIGIT'], ['LETTER'], ['DIR'], ['ALPHA'], ['WAY', 'PRE']]"
1156,601 C SOUTH MAIN ST,"[['DIGIT'], ['LETTER'], ['DIR'], ['ALPHA'], ['WAY', 'PRE']]"
1157,514 A WEST MAIN ST,"[['DIGIT'], ['LETTER'], ['DIR'], ['ALPHA'], ['WAY', 'PRE']]"
1158,820 F NE E ST,"[['DIGIT'], ['LETTER'], ['DIR'], ['LETTER', 'DIR'], ['WAY', 'PRE']]"
1159,7309 U S 64 ALT,64 ALT
1160,1683 U S 9,"[['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['DIGIT']]"
1161,301 U S 377,"[['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['DIGIT']]"
1162,1150 U S 9,"[['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['DIGIT']]"
1163,702 U S HWY 72,"[['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT']]"
1164,4050 U S HIGHWAY 190 W,"[['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['WORDWAY'], ['DIGIT'], ['LETTER', 'DIR']]"
1165,5912 U S HIGHWAY 49,"[['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['WORDWAY'], ['DIGIT']]"
1166,118 B Y WILLIAMS SR DR,"[['DIGIT'], ['LETTER'], ['LETTER'], ['ALPHA'], ['ALPHA'], ['WAY']]"
1167,2122 P O BOX,"[['DIGIT'], ['LETTER'], ['LETTER'], ['POB2']]"
1168,161 B P LN,"[['DIGIT'], ['LETTER'], ['LETTER'], ['WAY']]"
1169,175 G ST STEB,175 G ST STEB
1170,1155 A HWY 40 W,1155 A HWY 40
1171,615 J STREET MENDOTA,"[['DIGIT'], ['LETTER'], ['WORDWAY'], ['ALPHA']]"
1172,20110 A & B PIONEER BLVD,"[['DIGIT'], ['LETTER'], [], ['LETTER'], ['ALPHA'], ['WAY']]"
1173,222 161ST GRAND CONCOURSE,"[['DIGIT'], ['NTH'], ['ALPHA'], ['APT']]"
1174,9636 11TH BAY ST,"[['DIGIT'], ['NTH'], ['ALPHA'], ['WAY', 'PRE']]"
1175,359 1ST NH TPKE,"[['DIGIT'], ['NTH'], ['ALPHA'], ['WAY']]"
1176,2205 1ST CAPITOL DR,"[['DIGIT'], ['NTH'], ['ALPHA'], ['WAY']]"
1177,248 1ST NH TPKE,"[['DIGIT'], ['NTH'], ['ALPHA'], ['WAY']]"
1178,3595 10400TH  S STE500,"[['DIGIT'], ['NTH'], ['LETTER', 'DIR'], ['ALNUM', 'APT_NUM']]"
1179,1114 14TH ST APTA,1114 14TH ST APTA
1180,2833 30TH ST UNIT 1/2,2833 30TH ST
1181,3195 28TH ST 100 WOODLAND MALL,3195 28TH ST 100
1182,2015 11TH ST NW AND 2017 11TH ST NW,2015 11TH ST NW
1183,711 12TH AVE PIER 88 & 90,711 12TH AVE
1184,123 12TH AVE COLUMBUS,123 12TH AVE
1185,1919 28TH AVE S # S 113,1919 28TH AVE S # S
1186,20 1ST AVE # 1FL,20 1ST AVE
1187,105 2ND AVE EXT,105 2ND AVE
1188,39450 3RD STREET EADT UNIT119,39450 3RD STREET
1189,12515 193RD AVENUE KP N,12515 193RD AVENUE
1190,1460 3RD STREET PROMENADE,1460 3RD STREET
1191,881 11TH LANE FI,881 11TH LANE
1192,22809 90TH WAY S APT C302,22809 90TH WAY S
1193,1918 9TH STREET 9TH,1918 9TH STREET
1194,3914 30TH STREET SAN DIEGO,3914 30TH STREET
1195,202 3RD LOOP RD STE J,202 3RD LOOP
1196,2524 31ST STREET DR NE,2524 31ST STREET
1197,2040 25TH STREET DR NE,2040 25TH STREET
1198,11505 10TH AVENUE CT E APT H301,11505 10TH AVENUE CT E
1199,13407 117TH AVENUE CT E,13407 117TH AVENUE CT E
1200,7312 141ST STREET CT E,7312 141ST STREET CT E
1201,18920 72ND AVENUE CT E,18920 72ND AVENUE CT E
1202,12812 166TH STREET CT E,12812 166TH STREET CT E
1203,5752 99TH AVENUE CIR E,5752 99TH AVENUE
1204,22205 139TH AVENUE CT E,22205 139TH AVENUE CT E
1205,8304 132ND STREET CT E,8304 132ND STREET CT E
1206,2004 2ND LOOP RD,2004 2ND LOOP
1207,3313 34TH AVENUE CT,3313 34TH AVENUE
1208,2105 7TH STREET RD,2105 7TH STREET
1209,466 2ND STREET PIKE,466 2ND STREET
1210,338 2ND STREET PIKE,338 2ND STREET
1211,105 17THE AVE NW,"[['DIGIT'], ['NUMSTR'], ['WAY'], ['DIR']]"
1212,174 3RRD AVE,"[['DIGIT'], ['NUMSTR'], ['WAY']]"
1213,30008 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1214,50790 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1215,214151 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1216,2681012 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1217,2016 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1218,55661 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1219,90072 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1220,1286 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1221,7720 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1222,5789 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1223,303 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1224,67039 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1225,8411 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1226,6926 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1227,2099 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1228,2106 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1229,36197 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1230,259 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1231,22148 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1232,1302 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1233,572063 PO BOX,"[['DIGIT'], ['POB0'], ['POB2']]"
1234,1 BOX CIR,"[['DIGIT'], ['POB2'], ['WAY']]"
1235,1 SAINT IVES COUNTRY CLUB DR,"[['DIGIT'], ['PRE'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY']]"
1236,11235 SAINT JOHNS INDUSTRIAL PKWY N # 3,11235 SAINT JOHNS INDUSTRIAL PKWY N
1237,340 SANTA MONICA PIER,"[['DIGIT'], ['PRE'], ['ALPHA'], ['ALPHA']]"
1238,8101 SAN PEDRO NE SUITE G & H,"[['DIGIT'], ['PRE'], ['ALPHA'], ['DIR'], ['APT'], ['LETTER'], [], ['LETTER']]"
1239,31441 SANTA MARGARITA PKWY STE,31441 SANTA MARGARITA PKWY
1240,1523 SAN ELIJO RD S STE 108,1523 SAN ELIJO RD S
1241,11670 SAN VICENTE BLVD # UNIT,11670 SAN VICENTE BLVD
1242,15880 SAN CARLOS BLVD ST 190,15880 SAN CARLOS BLVD
1243,3550 SAN PABLO DAM RD STE B2,3550 SAN PABLO DAM
1244,3550 SAN PABLO DAM RD STE C,3550 SAN PABLO DAM
1245,2217 SAN RAMON VALLEY BLVD STE K,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY'], ['WAY'], ['APT'], ['LETTER']]"
1246,696 SAN RAMON VALLEY BLVD # 177,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY'], ['WAY'], ['POUND'], ['DIGIT']]"
1247,18080 SAN RAMON VALLEY BLVD # 1,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY'], ['WAY'], ['POUND'], ['DIGIT']]"
1248,480 SAN RAMON VALLEY BLVD,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY'], ['WAY']]"
1249,2570 SAN RAMON VALLEY BLVD,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY'], ['WAY']]"
1250,2550 SAN RAMON VALLEY BLVD,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY'], ['WAY']]"
1251,21314 SAN RAMON VALLEY BLVD,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY'], ['WAY']]"
1252,664 SAN RAMON VALLEY BLVD,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY'], ['WAY']]"
1253,402 SAINT DUNSTAN WAY,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY']]"
1254,30 SAINT JOHNS PARK,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY']]"
1255,1496 SAN JACINTO MALL,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY']]"
1256,40 SAN PEDRO WAY,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY']]"
1257,1155 SAINT LOUIS GALLERIA,"[['DIGIT'], ['PRE'], ['ALPHA'], ['WORDWAY']]"
1258,2602 SANTA ILIANA,"[['DIGIT'], ['PRE'], ['ALPHA']]"
1259,16156 SAN FERNANDO,"[['DIGIT'], ['PRE'], ['ALPHA']]"
1260,1800 EL CAMINO REALE STED,1800 EL CAMINO REALE STED
1261,6965 EL CAMINO REAL # STE105-171,6965 EL CAMINO REAL
1262,4807 EL CAMINO AVE STE A,4807 EL CAMINO AVE STE A
1263,2900 EL CAMINO AVE,2900 EL CAMINO AVE
1264,3347 EL CAMINO AVE,3347 EL CAMINO AVE
1265,4242 DEL RIO CAMI N 26,4242 DEL RIO CAMI N
1266,3160 DEL RIO CAMI  S 207,3160 DEL RIO CAMI S
1267,11 EL AIRE REAL RD,11 EL AIRE REAL
1268,31888 DEL OBISPO ST STE C9,31888 DEL OBISPO ST STE C9
1269,31878 DEL OBISPO ST STE 116,31878 DEL OBISPO ST STE 116
1270,31952 DEL OBISPO ST STE 300,31952 DEL OBISPO ST STE 300
1271,31952 DEL OBISPO ST STE 110,31952 DEL OBISPO ST STE 110
1272,28700 LAS HACIENDAS ST STE 104,28700 LAS HACIENDAS ST STE 104
1273,3170 DEL VINA ST,3170 DEL VINA ST
1274,5010 EL CAPITAN ST,5010 EL CAPITAN ST
1275,25042 DE SALLE ST,25042 DE SALLE ST
1276,19365 LA GUARDIA ST,19365 LA GUARDIA ST
1277,33585 DEL OBISPO ST,33585 DEL OBISPO ST
1278,31742 LOS RIOS ST,31742 LOS RIOS ST
1279,12119 LOS CERDOS ST,12119 LOS CERDOS ST
1280,977 LAS TUNAS ST,977 LAS TUNAS ST
1281,7109 LA PASEO ST,7109 LA PASEO ST
1282,127 LA PORTE ST,127 LA PORTE ST
1283,1800 EL PASO BLVD STE101,1800 EL PASO BLVD STE101
1284,1660 LA RUE RD STEB,1660 LA RUE RD STEB
1285,17503 LA CANTERA PKWY STE 104-453,17503 LA CANTERA PKWY STE 104-453
1286,3511 DEL PASO RD STE 160-402,3511 DEL PASO RD STE 160-402
1287,26051 LA PAZ RD STE 180,26051 LA PAZ RD STE 180
1288,1050 LAS TABLAS RD STE 1,1050 LAS TABLAS RD STE 1
1289,129 LOS ALTOS PKWY STE 119,129 LOS ALTOS PKWY STE 119
1290,3200 LA ROTONDA DR UNIT 405,3200 LA ROTONDA DR UNIT 405
1291,1232 LOS VALLECITOS BLVD STE 100,1232 LOS VALLECITOS BLVD STE 100
1292,265 EL DORADO BLVD APT 502,265 EL DORADO BLVD APT 502
1293,23162 LOS ALISOS BLVD STE 101,23162 LOS ALISOS BLVD STE 101
1294,1401 LOS GAMOS DR STE 200,1401 LOS GAMOS DR STE 200
1295,1030 EL MONTE AVE APT 210,1030 EL MONTE AVE APT 210
1296,6333 DE ZAVALA RD STE 102,6333 DE ZAVALA RD STE 102
1297,27001 LA PAZ RD STE 166,27001 LA PAZ RD STE 166
1298,2747 DEL MEDIO CT APT 312,2747 DEL MEDIO CT APT 312
1299,10025 DE SOTO AVE APT 118,10025 DE SOTO AVE APT 118
1300,6100 DE SOTO AVE APT 534,6100 DE SOTO AVE APT 534
1301,2711 DEL PASO RD STE 130,2711 DEL PASO RD STE 130
1302,7918 EL CAJON BLVD STE N 330,7918 EL CAJON BLVD STE N 330
1303,27281 LA PAZ RD STE Q,27281 LA PAZ RD STE Q
1304,25260 LA PAZ RD STE D,25260 LA PAZ RD STE D
1305,25240 LA PAZ RD STE D,25240 LA PAZ RD STE D
1306,23572 EL TORO RD STE C,23572 EL TORO RD STE C
1307,1300 EL PASEO RD STE I,1300 EL PASEO RD STE I
1308,1101 DEL MONTE AVE APT H,1101 DEL MONTE AVE APT H
1309,8697 LA MESA BLVD STE C,8697 LA MESA BLVD STE C
1310,15830 EL PRADO RD STE B,15830 EL PRADO RD STE B
1311,27261 LA PAZ RD STE A,27261 LA PAZ RD STE A
1312,110 LA VALETTE AVE STE C,110 LA VALETTE AVE STE C
1313,615 LAS TUNAS DR STE J,615 LAS TUNAS DR STE J
1314,1002 DEL MONTE AVE STE D,1002 DEL MONTE AVE STE D
1315,4416 LOS METATES RD NW,4416 LOS METATES RD NW
1316,500 EL PARAISO RD NE,500 EL PARAISO RD NE
1317,3545 LAS VEGAS BLVD S STE L5,3545 LAS VEGAS BLVD S STE L5
1318,3200 LAS VEGAS BLVD S STE 1265,3200 LAS VEGAS BLVD S STE 1265
1319,32100 LAS VEGAS BLVD S STE 424,32100 LAS VEGAS BLVD S STE 424
1320,3930 LAS VEGAS BLVD S STE 130,3930 LAS VEGAS BLVD S STE 130
1321,3615 LAS VEGAS BLVD S STE 102,3615 LAS VEGAS BLVD S STE 102
1322,1338 DEL PRADO BLVD S STE 9,1338 DEL PRADO BLVD S STE 9
1323,3377 LAS VEGAS BLVD S STE 2300,3377 LAS VEGAS BLVD S STE 2300
1324,3663 LAS VEGAS BLVD S STE 590,3663 LAS VEGAS BLVD S STE 590
1325,6543 LAS VEGAS BLVD S UNIT 137,6543 LAS VEGAS BLVD S UNIT 137
1326,397 LAS COLINAS BLVD E STE 180,397 LAS COLINAS BLVD E STE 180
1327,601 DEL PRADO BLVD N STE 10,601 DEL PRADO BLVD N STE 10
1328,2301 DEL PRADO BLVD S STE 665,2301 DEL PRADO BLVD S STE 665
1329,8255 LAS VEGAS BLVD S UNIT 807,8255 LAS VEGAS BLVD S UNIT 807
1330,3930 LAS VEGAS BLVD S STE 121B,3930 LAS VEGAS BLVD S STE 121B
1331,725 LAS VEGAS BLVD S # 230,725 LAS VEGAS BLVD S # 230
1332,1341 DEL PRADO BLVD S # 1,1341 DEL PRADO BLVD S # 1
1333,1939 DEL PRADO BLVD S,1939 DEL PRADO BLVD S
1334,3500 LAS VEGAS BLVD S,3500 LAS VEGAS BLVD S
1335,1341 DEL PRADO BLVD S,1341 DEL PRADO BLVD S
1336,7582 LAS VEGAS BLVD S,7582 LAS VEGAS BLVD S
1337,2444 LAS VEGAS BLVD N,2444 LAS VEGAS BLVD N
1338,3663 LAS VEGAS BLVD S,3663 LAS VEGAS BLVD S
1339,3730 LAS VEGAS BLVD S,3730 LAS VEGAS BLVD S
1340,6730 LAS VEGAS BLVD S,6730 LAS VEGAS BLVD S
1341,3325 LAS VEGAS BLVD S,3325 LAS VEGAS BLVD S
1342,3667 LAS VEGAS BLVD S,3667 LAS VEGAS BLVD S
1343,6114 LA SALLE AVE # 745,6114 LA SALLE AVE # 745
1344,10708 LOS ALAMITOS BLVD,10708 LOS ALAMITOS BLVD
1345,1060 DEL NORTE RD,1060 DEL NORTE RD
1346,6802 LOS REYES CIR,6802 LOS REYES CIR
1347,12261 LA MIRADA BLVD,12261 LA MIRADA BLVD
1348,413 LAS TUNAS DR,413 LAS TUNAS DR
1349,4520 LAS POSITAS RD,4520 LAS POSITAS RD
1350,2259 LAS POSITAS RD,2259 LAS POSITAS RD
1351,8807 LA MESA BLVD,8807 LA MESA BLVD
1352,22961 DE KALB DR,22961 DE KALB DR
1353,30 LAS TUNAS DR,30 LAS TUNAS DR
1354,4716 LOS CEREZOS DR,4716 LOS CEREZOS DR
1355,2160 EL JOBEAN RD,2160 EL JOBEAN RD
1356,3661 LAS POSAS RD,3661 LAS POSAS RD
1357,4537 EL CAMPO AVE,4537 EL CAMPO AVE
1358,13 LA CUMBRE CIR,13 LA CUMBRE CIR
1359,574 LA SIERRA DR,574 LA SIERRA DR
1360,7875 LA MESA BLVD,7875 LA MESA BLVD
1361,3505 EL HOGAR CT,3505 EL HOGAR CT
1362,7107 LA COSA DR,7107 LA COSA DR
1363,6936 LA LOMA DR,6936 LA LOMA DR
1364,4825 LA SIERRA AVE,4825 LA SIERRA AVE
1365,13607 LOS OLIVOS AVE,13607 LOS OLIVOS AVE
1366,2419 EL CAJON BLVD,2419 EL CAJON BLVD
1367,11863 LA GRANGE AVE,11863 LA GRANGE AVE
1368,1747 LA SALLE AVE,1747 LA SALLE AVE
1369,3184 EL SEGUNDO BLVD,3184 EL SEGUNDO BLVD
1370,1284 LOS OLIVOS DR,1284 LOS OLIVOS DR
1371,11272 LOS ALAMITOS BLVD,11272 LOS ALAMITOS BLVD
1372,1715 LA SALLE AVE,1715 LA SALLE AVE
1373,1008 EL TORO DR,1008 EL TORO DR
1374,261 LOS ALTOS PL,261 LOS ALTOS PL
1375,4119 EL CAJON BLVD,4119 EL CAJON BLVD
1376,8703 LA MESA BLVD,8703 LA MESA BLVD
1377,8302 LA MESA BLVD,8302 LA MESA BLVD
1378,540 LOS ALTOS AVE,540 LOS ALTOS AVE
1379,5125 EL CAJON BLVD,5125 EL CAJON BLVD
1380,14750 LA VERNIA RD,14750 LA VERNIA RD
1381,203 DE ANZA BLVD,203 DE ANZA BLVD
1382,3102 DEL MONTE BLVD,3102 DEL MONTE BLVD
1383,3515 EL JAMES DR,3515 EL JAMES DR
1384,15795 LOS GATOS BLVD,15795 LOS GATOS BLVD
1385,16505 LA CANTERA PKWY,16505 LA CANTERA PKWY
1386,845 LOS ANGELES AVE,845 LOS ANGELES AVE
1387,5071 LA SARRE DR,5071 LA SARRE DR
1388,1020 EL CAJON BLVD,1020 EL CAJON BLVD
1389,195 EL CERRITO PLZ,195 EL CERRITO PLZ
1390,79 LOS PADRES DR,79 LOS PADRES DR
1391,6112 LA SALLE AVE,6112 LA SALLE AVE
1392,601 DEL GANADO RD,601 DEL GANADO RD
1393,15879 LA FLORESTA DR,15879 LA FLORESTA DR
1394,8130 LA MESA BLVD,8130 LA MESA BLVD
1395,5416 EL CAJON BLVD,5416 EL CAJON BLVD
1396,441 LA PRENDA RD,441 LA PRENDA RD
1397,29473 EL PRESIDIO LN,29473 EL PRESIDIO LN
1398,6937 EL CAJON BLVD,6937 EL CAJON BLVD
1399,562 LAS POSAS RD,562 LAS POSAS RD
1400,5921 EL CAJON BLVD,5921 EL CAJON BLVD
1401,1804 EL DORADO TER,1804 EL DORADO TER
1402,34155 EL ROBLE AVE,34155 EL ROBLE AVE
1403,2432 EL CAJON BLVD,2432 EL CAJON BLVD
1404,1320 EL RANCHO DR,1320 EL RANCHO DR
1405,11102 LOS ALAMITOS BLVD,11102 LOS ALAMITOS BLVD
1406,9211 LAS TUNAS DR,9211 LAS TUNAS DR
1407,4771 DE INVIERNO PL,4771 DE INVIERNO PL
1408,1725 LA QUESTA DR,1725 LA QUESTA DR
1409,7918 EL CAJON BLVD,7918 EL CAJON BLVD
1410,5910 DEL STARR DR,5910 DEL STARR DR
1411,8751 LA MESA BLVD,8751 LA MESA BLVD
1412,970 LOS VALLECITOS BLVD,970 LOS VALLECITOS BLVD
1413,62 DE HARO LN,62 DE HARO LN
1414,8320 LA MESA BLVD,8320 LA MESA BLVD
1415,3246 EL INDIO HWY,3246 EL INDIO HWY
1416,7534 DEL MONTE DR,7534 DEL MONTE DR
1417,9475 LAS TUNAS DR,9475 LAS TUNAS DR
1418,3017 EL TOVAR AVE,3017 EL TOVAR AVE
1419,5456 LA PALMA AVE,5456 LA PALMA AVE
1420,4315 LA RICA AVE,4315 LA RICA AVE
1421,8945 DE SOTO AVE,8945 DE SOTO AVE
1422,265 EL DORADO BLVD,265 EL DORADO BLVD
1423,17503 LA CANTERA PKWY,17503 LA CANTERA PKWY
1424,7281 EL CAJON BLVD,7281 EL CAJON BLVD
1425,6366 EL CAJON BLVD,6366 EL CAJON BLVD
1426,27932 LA PAZ RD,27932 LA PAZ RD
1427,2414 LA LOMA DR,2414 LA LOMA DR
1428,26433 DEL PRADO AVE,26433 DEL PRADO AVE
1429,328 EL FAISAN DR,328 EL FAISAN DR
1430,3800 LA PRADA DR,3800 LA PRADA DR
1431,5969 EL CAJON BLVD,5969 EL CAJON BLVD
1432,4607 LA MANCHA DR,4607 LA MANCHA DR
1433,15300 LOS GATOS BLVD,15300 LOS GATOS BLVD
1434,235 EL CERRITO AVE,235 EL CERRITO AVE
1435,4537 DEL MAR DR,4537 DEL MAR DR
1436,3334 LOS NOGALES RD,3334 LOS NOGALES RD
1437,1575 LOS ANGELES AVE,1575 LOS ANGELES AVE
1438,26125 EL PASO PL,26125 EL PASO PL
1439,15899 LOS GATOS BLVD,15899 LOS GATOS BLVD
1440,229 DE LEE DR,229 DE LEE DR
1441,6425 EL CAJON BLVD,6425 EL CAJON BLVD
1442,612 LAS POSAS RD,612 LAS POSAS RD
1443,829 LA SHELLE LN,829 LA SHELLE LN
1444,3060 EL CERRITO PLAZA LINE 274,3060 EL CERRITO PLAZA
1445,4545 LA JOLLA VILLAGE DR STE E25,4545 LA JOLLA VILLAGE
1446,10888 LA TUNA CANYON RD,10888 LA TUNA CANYON
1447,160 LA PLAZA PH 31,"[['DIGIT'], ['SP_ARTI'], ['WORDWAY'], ['ALPHA'], ['DIGIT']]"
1448,25660 LA HIGHWAY 1032,"[['DIGIT'], ['SP_ARTI'], ['WORDWAY'], ['DIGIT']]"
1449,24731 LA PLAZA,"[['DIGIT'], ['SP_ARTI'], ['WORDWAY']]"
1450,6515 ST MARK WAY,"[['DIGIT'], ['WAY', 'PRE'], ['ALPHA'], ['WORDWAY']]"
1451,72 ST HWY 146E,"[['DIGIT'], ['WAY', 'PRE'], ['WAY'], ['NUMS_1AL']]"
1452,104 HILL VALLEY WALK,104 HILL VALLEY
1453,246 CR A020,"[['DIGIT'], ['WAY'], ['ALNUM']]"
1454,285 DR MARTIN LUTHER KING JR BLVD,"[['DIGIT'], ['WAY'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY']]"
1455,28626 HWY EIGHTEEN,"[['DIGIT'], ['WAY'], ['ALPHA']]"
1456,1156 AVE OF THE AMERICAS STE720,"[['DIGIT'], ['WAY'], ['ARTI'], ['ARTI'], ['ALPHA'], ['ALNUM', 'APT_NUM']]"
1457,1251 AVE OF THE AMERICAS FL3,"[['DIGIT'], ['WAY'], ['ARTI'], ['ARTI'], ['ALPHA'], ['ALNUM', 'APT_NUM']]"
1458,145 AVE OF THE AMERICAS 5C,"[['DIGIT'], ['WAY'], ['ARTI'], ['ARTI'], ['ALPHA'], ['NUMS_1AL']]"
1459,1185 AVE OF THE AMERICAS,"[['DIGIT'], ['WAY'], ['ARTI'], ['ARTI'], ['ALPHA']]"
1460,1211 AVE OF THE AMERICAS,"[['DIGIT'], ['WAY'], ['ARTI'], ['ARTI'], ['ALPHA']]"
1461,190 AVE OF THE AMERICAS,"[['DIGIT'], ['WAY'], ['ARTI'], ['ARTI'], ['ALPHA']]"
1462,10728 HWY 36 ROCKVILLE RD,10728 HWY 36
1463,600 RT 45 STE BD E,600 RT 45 STE BD
1464,72785 HWY 111 STE B 1,72785 HWY 111 STE B 1
1465,13503 HWY 59 SOUTH B,13503 HWY 59 SOUTH
1466,519 RT 46 E PIAGET AVE,519 RT 46 E
1467,415 HWY 13 S STE D,415 HWY 13 S
1468,4003 HWY 78 STE530-144,4003 HWY 78
1469,3079 RT 27 SUITE-A,3079 RT 27
1470,8049 HWY 83/84  S,"[['DIGIT'], ['WAY'], ['DIGSLASH'], ['LETTER', 'DIR']]"
1471,1320 HWY 60/84,"[['DIGIT'], ['WAY'], ['DIGSLASH']]"
1472,1518 AVE E,"[['DIGIT'], ['WAY'], ['LETTER', 'DIR']]"
1473,6908 AVE E,"[['DIGIT'], ['WAY'], ['LETTER', 'DIR']]"
1474,26 AVE A CORNWALL ON HUDSON,"[['DIGIT'], ['WAY'], ['LETTER'], ['ALPHA'], ['ALPHA', 'PREP'], ['ALPHA']]"
1475,2520 AVE K STE700-715,"[['DIGIT'], ['WAY'], ['LETTER'], []]"
1476,450 EST 2ND ST,"[['DIGIT'], ['WAY'], ['NTH'], ['WAY', 'PRE']]"
1477,6037 FRY RD STE 126-181,"[['DIGIT'], ['WAY'], ['WAY'], ['APT'], ['DIGDASH']]"
1478,9814 FRY RD STE 120,"[['DIGIT'], ['WAY'], ['WAY'], ['APT'], ['DIGIT']]"
1479,6201 FRY RD STE B,"[['DIGIT'], ['WAY'], ['WAY'], ['APT'], ['LETTER']]"
1480,2211 FRY RD STE H,"[['DIGIT'], ['WAY'], ['WAY'], ['APT'], ['LETTER']]"
1481,10611 FRY RD,"[['DIGIT'], ['WAY'], ['WAY']]"
1482,10920 FRY RD,"[['DIGIT'], ['WAY'], ['WAY']]"
1483,1014 FRY LN,"[['DIGIT'], ['WAY'], ['WAY']]"
1484,9814 FRY RD,"[['DIGIT'], ['WAY'], ['WAY']]"
1485,2536 KY ROUTE 404,"[['DIGIT'], ['WAY'], ['WORDWAY'], ['DIGIT']]"
1486,6290 KY,"[['DIGIT'], ['WAY']]"
1487,220 HIGHWAY A1A,"[['DIGIT'], ['WORDWAY'], ['ALNUM']]"
1488,1816 PASS AND COVINA RD,1816 PASS AND
1489,137 VILLAGE AT GLYNN PL,137 VILLAGE AT
1490,1329 GALLERIA AT TYLER,1329 GALLERIA AT
1491,2256 GALLERIA AT TYLER,2256 GALLERIA AT
1492,2154 GALLERIA AT TYLER,2154 GALLERIA AT
1493,2077 GALLERIA AT TYLER,2077 GALLERIA AT
1494,5454 GATEWAY CENTRE STEA,5454 GATEWAY CENTRE STEA
1495,12832 VALLEY VIEW ST STE,12832 VALLEY VIEW ST
1496,8103 CREEK BEND DR SUITE,8103 CREEK BEND DR
1497,4901 POINT FOSDICK DR NW STE 6,4901 POINT FOSDICK DR NW
1498,610 GATEWAY CENTER WAY STE G,610 GATEWAY CENTER WAY STE G
1499,44402 VALLEY CENTRAL WAY,44402 VALLEY CENTRAL WAY
